session_id,user_id,session_date,session_start_time,session_end_time,utm_source,campaign_id,device_type,order_id
395971,C013548,1/13/2022,1/13/2022 19:35,1/13/2022 19:44,,,Tablet,
456327,C006181,1/13/2022,1/13/2022 19:43,1/13/2022 19:47,,,Tablet,
409007,C045505,1/13/2022,1/13/2022 19:53,1/13/2022 20:08,,,Desktop,
419063,C000658,1/13/2022,1/13/2022 19:59,1/13/2022 20:14,,,Tablet,
335765,C027849,1/13/2022,1/13/2022 20:01,1/13/2022 20:10,,,Desktop,
469510,C002020,1/13/2022,1/13/2022 20:14,1/13/2022 20:28,,,Tablet,
362033,C027949,1/13/2022,1/13/2022 20:18,1/13/2022 20:30,,,Mobile,
323926,C026562,1/13/2022,1/13/2022 20:21,1/13/2022 20:30,,,Tablet,
457967,C007611,1/13/2022,1/13/2022 20:31,1/13/2022 20:36,,,Desktop,
469254,C002339,1/13/2022,1/13/2022 20:36,1/13/2022 20:48,,,Mobile,
416671,C047875,1/13/2022,1/13/2022 20:45,1/13/2022 20:59,,,Mobile,
337177,C015434,1/13/2022,1/13/2022 20:48,1/13/2022 20:57,,,Tablet,
497069,C030368,1/13/2022,1/13/2022 21:04,1/13/2022 21:15,,,Mobile,
471077,C007752,1/13/2022,1/13/2022 21:44,1/13/2022 21:53,,,Mobile,
309802,C022705,1/13/2022,1/13/2022 21:52,1/13/2022 22:05,,,Desktop,
307378,C023112,1/13/2022,1/13/2022 22:02,1/13/2022 22:15,,,Desktop,
344435,C029912,1/13/2022,1/13/2022 22:08,1/13/2022 22:16,,,Desktop,
311156,C043805,1/13/2022,1/13/2022 22:30,1/13/2022 22:42,,,Mobile,
326002,C004871,1/13/2022,1/13/2022 23:21,1/13/2022 23:33,,,Desktop,
439951,C025798,1/13/2022,1/13/2022 23:25,1/13/2022 23:25,,,Tablet,
447072,C002109,1/13/2022,1/13/2022 23:36,1/13/2022 23:45,,,Tablet,
324659,C045347,1/13/2022,1/13/2022 23:46,1/13/2022 23:53,,,Mobile,
364975,C002214,1/13/2022,1/13/2022 23:51,1/13/2022 23:55,,,Tablet,
356497,C048803,1/14/2022,1/14/2022 0:03,1/14/2022 0:13,,,Desktop,
497988,C031247,1/14/2022,1/14/2022 0:04,1/14/2022 0:15,,,Desktop,
367683,C005040,1/14/2022,1/14/2022 0:18,1/14/2022 0:25,,,Tablet,
395313,C028664,1/14/2022,1/14/2022 0:23,1/14/2022 0:35,,,Tablet,
336317,C001926,1/14/2022,1/14/2022 0:35,1/14/2022 0:48,,,Tablet,
370680,C019710,1/14/2022,1/14/2022 0:36,1/14/2022 0:47,,,Tablet,
334120,C007349,1/14/2022,1/14/2022 0:50,1/14/2022 1:01,,,Desktop,
385729,C045428,1/14/2022,1/14/2022 1:18,1/14/2022 1:30,,,Tablet,
448904,C037080,1/14/2022,1/14/2022 1:35,1/14/2022 1:45,,,Mobile,
303228,C040041,1/14/2022,1/14/2022 1:35,1/14/2022 1:46,,,Mobile,
380045,C043539,1/14/2022,1/14/2022 1:55,1/14/2022 2:07,,,Desktop,
336407,C028205,1/14/2022,1/14/2022 2:09,1/14/2022 2:21,,,Desktop,
355255,C006607,1/14/2022,1/14/2022 2:11,1/14/2022 2:24,,,Mobile,
429009,C008548,1/14/2022,1/14/2022 2:18,1/14/2022 2:26,,,Desktop,
443374,C000331,1/14/2022,1/14/2022 2:27,1/14/2022 2:39,,,Mobile,
321228,C011217,1/14/2022,1/14/2022 2:44,1/14/2022 2:52,,,Tablet,
413325,C022158,1/14/2022,1/14/2022 2:52,1/14/2022 3:02,,,Desktop,
419136,C001686,1/14/2022,1/14/2022 3:06,1/14/2022 3:18,,,Mobile,
21,C000153,1/14/2022,1/14/2022 3:06,1/14/2022 3:27,,,Desktop,53223
18,C000234,1/14/2022,1/14/2022 3:15,1/14/2022 3:25,,,Mobile,195400
488002,C014670,1/14/2022,1/14/2022 3:30,1/14/2022 3:38,,,Mobile,
464104,C048761,1/14/2022,1/14/2022 4:02,1/14/2022 4:04,,,Desktop,
360944,C005241,1/14/2022,1/14/2022 4:03,1/14/2022 4:14,,,Desktop,
429549,C025315,1/14/2022,1/14/2022 4:23,1/14/2022 4:36,,,Tablet,
473670,C007174,1/14/2022,1/14/2022 4:36,1/14/2022 4:47,,,Desktop,
378552,C007521,1/14/2022,1/14/2022 4:37,1/14/2022 4:52,,,Tablet,
372054,C013771,1/14/2022,1/14/2022 4:37,1/14/2022 4:45,,,Desktop,
452798,C013252,1/14/2022,1/14/2022 4:55,1/14/2022 5:06,,,Desktop,
497623,C003815,1/14/2022,1/14/2022 5:16,1/14/2022 5:20,,,Tablet,
462353,C010643,1/14/2022,1/14/2022 5:29,1/14/2022 5:45,,,Desktop,
385125,C004473,1/14/2022,1/14/2022 5:42,1/14/2022 5:52,,,Mobile,
475264,C053472,1/14/2022,1/14/2022 5:50,1/14/2022 5:59,,,Mobile,
468638,C016275,1/14/2022,1/14/2022 6:07,1/14/2022 6:10,,,Tablet,
366177,C008121,1/14/2022,1/14/2022 6:11,1/14/2022 6:14,,,Mobile,
418553,C041699,1/14/2022,1/14/2022 6:34,1/14/2022 6:49,,,Tablet,
448474,C019628,1/14/2022,1/14/2022 6:35,1/14/2022 6:45,,,Tablet,
347415,C020230,1/14/2022,1/14/2022 7:04,1/14/2022 7:14,,,Mobile,
417234,C019814,1/14/2022,1/14/2022 7:20,1/14/2022 7:33,,,Desktop,
438763,C028830,1/14/2022,1/14/2022 7:31,1/14/2022 7:40,,,Desktop,
414893,C002548,1/14/2022,1/14/2022 7:34,1/14/2022 7:38,,,Tablet,
494047,C055310,1/14/2022,1/14/2022 7:40,1/14/2022 7:55,,,Mobile,
437937,C019357,1/14/2022,1/14/2022 7:46,1/14/2022 7:56,,,Mobile,
388279,C008406,1/14/2022,1/14/2022 7:48,1/14/2022 8:01,,,Desktop,
359961,C011217,1/14/2022,1/14/2022 7:58,1/14/2022 8:09,,,Desktop,
403267,C005730,1/14/2022,1/14/2022 7:59,1/14/2022 8:11,,,Desktop,
472161,C034194,1/14/2022,1/14/2022 8:08,1/14/2022 8:17,,,Mobile,
433615,C037128,1/14/2022,1/14/2022 8:09,1/14/2022 8:23,,,Tablet,
435109,C002586,1/14/2022,1/14/2022 8:18,1/14/2022 8:23,,,Mobile,
324244,C018429,1/14/2022,1/14/2022 8:26,1/14/2022 8:37,,,Mobile,
375212,C021989,1/14/2022,1/14/2022 8:33,1/14/2022 8:48,,,Desktop,
414301,C027157,1/14/2022,1/14/2022 8:34,1/14/2022 8:44,,,Tablet,
20,C000320,1/14/2022,1/14/2022 8:42,1/14/2022 9:02,,,Desktop,91305
394932,C015523,1/14/2022,1/14/2022 9:02,1/14/2022 9:14,,,Desktop,
425101,C024656,1/14/2022,1/14/2022 9:03,1/14/2022 9:15,,,Tablet,
304456,C025130,1/14/2022,1/14/2022 9:06,1/14/2022 9:14,,,Tablet,
481067,C029890,1/14/2022,1/14/2022 9:07,1/14/2022 9:26,,,Desktop,
346574,C033227,1/14/2022,1/14/2022 9:17,1/14/2022 9:23,,,Desktop,
330780,C000937,1/14/2022,1/14/2022 9:22,1/14/2022 9:32,,,Mobile,
468083,C018325,1/14/2022,1/14/2022 9:25,1/14/2022 9:29,,,Tablet,
456455,C001315,1/14/2022,1/14/2022 9:29,1/14/2022 9:37,,,Tablet,
494863,C034830,1/14/2022,1/14/2022 9:34,1/14/2022 9:43,,,Desktop,
337103,C045231,1/14/2022,1/14/2022 9:47,1/14/2022 10:03,,,Desktop,
371477,C011505,1/14/2022,1/14/2022 9:55,1/14/2022 9:58,,,Desktop,
377315,C004283,1/14/2022,1/14/2022 10:05,1/14/2022 10:17,,,Tablet,
301860,C046383,1/14/2022,1/14/2022 10:09,1/14/2022 10:16,,,Tablet,
431552,C017890,1/14/2022,1/14/2022 10:12,1/14/2022 10:23,,,Desktop,
300805,C007227,1/14/2022,1/14/2022 10:21,1/14/2022 10:29,,,Tablet,
314878,C046575,1/14/2022,1/14/2022 10:25,1/14/2022 10:38,,,Mobile,
367032,C002741,1/14/2022,1/14/2022 10:37,1/14/2022 10:48,,,Desktop,
466317,C012821,1/14/2022,1/14/2022 10:41,1/14/2022 10:52,,,Mobile,
485336,C038268,1/14/2022,1/14/2022 10:55,1/14/2022 11:05,,,Mobile,
358750,C025937,1/14/2022,1/14/2022 11:00,1/14/2022 11:02,,,Tablet,
309888,C030711,1/14/2022,1/14/2022 11:05,1/14/2022 11:15,,,Mobile,
401710,C031223,1/14/2022,1/14/2022 11:12,1/14/2022 11:24,,,Mobile,
335749,C041264,1/14/2022,1/14/2022 11:15,1/14/2022 11:20,,,Desktop,
472253,C021068,1/14/2022,1/14/2022 11:17,1/14/2022 11:31,,,Desktop,
424866,C004141,1/14/2022,1/14/2022 11:26,1/14/2022 11:36,,,Desktop,
315111,C024356,1/14/2022,1/14/2022 11:41,1/14/2022 11:48,,,Tablet,
325865,C007333,1/14/2022,1/14/2022 12:13,1/14/2022 12:21,,,Mobile,
310397,C010134,1/14/2022,1/14/2022 12:14,1/14/2022 12:27,,,Mobile,
455754,C003013,1/14/2022,1/14/2022 12:35,1/14/2022 12:49,,,Tablet,
375967,C007177,1/14/2022,1/14/2022 12:43,1/14/2022 12:47,,,Mobile,
464045,C040979,1/14/2022,1/14/2022 12:49,1/14/2022 12:50,,,Mobile,
436452,C026103,1/14/2022,1/14/2022 13:12,1/14/2022 13:25,,,Desktop,
316572,C024781,1/14/2022,1/14/2022 13:14,1/14/2022 13:26,,,Desktop,
340671,C025271,1/14/2022,1/14/2022 13:21,1/14/2022 13:35,,,Desktop,
331439,C010809,1/14/2022,1/14/2022 13:32,1/14/2022 13:45,,,Tablet,
437083,C034678,1/14/2022,1/14/2022 13:33,1/14/2022 13:44,,,Desktop,
373313,C007547,1/14/2022,1/14/2022 13:37,1/14/2022 13:46,,,Mobile,
394768,C012946,1/14/2022,1/14/2022 13:42,1/14/2022 13:56,,,Mobile,
432100,C031237,1/14/2022,1/14/2022 13:43,1/14/2022 13:53,,,Desktop,
441509,C023606,1/14/2022,1/14/2022 14:05,1/14/2022 14:19,,,Mobile,
443871,C012103,1/14/2022,1/14/2022 14:14,1/14/2022 14:26,,,Tablet,
444010,C006558,1/14/2022,1/14/2022 14:15,1/14/2022 14:24,,,Desktop,
432360,C003956,1/14/2022,1/14/2022 14:20,1/14/2022 14:27,,,Mobile,
442413,C001728,1/14/2022,1/14/2022 14:44,1/14/2022 14:59,,,Tablet,
431042,C054396,1/14/2022,1/14/2022 14:51,1/14/2022 15:03,,,Mobile,
475282,C020266,1/14/2022,1/14/2022 14:53,1/14/2022 15:08,,,Desktop,
444975,C035374,1/14/2022,1/14/2022 14:53,1/14/2022 15:04,,,Mobile,
328582,C011486,1/14/2022,1/14/2022 15:00,1/14/2022 15:13,,,Mobile,
427612,C053529,1/14/2022,1/14/2022 15:09,1/14/2022 15:22,,,Mobile,
302728,C035783,1/14/2022,1/14/2022 15:12,1/14/2022 15:19,,,Desktop,
447847,C006672,1/14/2022,1/14/2022 15:26,1/14/2022 15:39,,,Tablet,
333737,C030712,1/14/2022,1/14/2022 15:39,1/14/2022 15:46,,,Desktop,
326915,C055129,1/14/2022,1/14/2022 15:43,1/14/2022 15:56,,,Desktop,
494665,C040651,1/14/2022,1/14/2022 15:48,1/14/2022 16:01,,,Mobile,
424781,C001057,1/14/2022,1/14/2022 16:01,1/14/2022 16:12,,,Mobile,
396770,C013838,1/14/2022,1/14/2022 16:07,1/14/2022 16:12,,,Desktop,
370755,C008786,1/14/2022,1/14/2022 16:07,1/14/2022 16:19,,,Tablet,
349346,C046077,1/14/2022,1/14/2022 16:10,1/14/2022 16:24,,,Tablet,
417526,C018770,1/14/2022,1/14/2022 16:20,1/14/2022 16:34,,,Tablet,
366521,C042597,1/14/2022,1/14/2022 16:30,1/14/2022 16:41,,,Desktop,
492343,C048977,1/14/2022,1/14/2022 16:30,1/14/2022 16:45,,,Mobile,
456438,C056827,1/14/2022,1/14/2022 17:04,1/14/2022 17:14,,,Desktop,
461291,C005615,1/14/2022,1/14/2022 17:05,1/14/2022 17:08,,,Desktop,
446485,C009225,1/14/2022,1/14/2022 17:07,1/14/2022 17:20,,,Tablet,
308547,C038745,1/14/2022,1/14/2022 17:11,1/14/2022 17:26,,,Mobile,
345665,C027675,1/14/2022,1/14/2022 17:11,1/14/2022 17:13,,,Desktop,
440863,C016058,1/14/2022,1/14/2022 17:16,1/14/2022 17:30,,,Tablet,
366975,C044056,1/14/2022,1/14/2022 17:23,1/14/2022 17:35,,,Tablet,
437331,C027086,1/14/2022,1/14/2022 17:23,1/14/2022 17:32,,,Desktop,
363796,C037965,1/14/2022,1/14/2022 17:30,1/14/2022 17:37,,,Tablet,
338448,C036307,1/14/2022,1/14/2022 17:30,1/14/2022 17:35,,,Desktop,
379898,C015874,1/14/2022,1/14/2022 17:34,1/14/2022 17:44,,,Desktop,
440305,C027533,1/14/2022,1/14/2022 17:48,1/14/2022 17:57,,,Desktop,
474381,C055270,1/14/2022,1/14/2022 17:55,1/14/2022 18:05,,,Desktop,
314979,C015484,1/14/2022,1/14/2022 18:02,1/14/2022 18:06,,,Desktop,
464583,C014930,1/14/2022,1/14/2022 18:22,1/14/2022 18:33,,,Tablet,
495389,C016494,1/14/2022,1/14/2022 18:23,1/14/2022 18:32,,,Desktop,
309388,C013741,1/14/2022,1/14/2022 18:27,1/14/2022 18:40,,,Mobile,
467473,C034276,1/14/2022,1/14/2022 18:27,1/14/2022 18:29,,,Tablet,
408274,C018181,1/14/2022,1/14/2022 18:28,1/14/2022 18:38,,,Desktop,
380350,C051040,1/14/2022,1/14/2022 18:29,1/14/2022 18:36,,,Tablet,
498140,C036552,1/14/2022,1/14/2022 18:32,1/14/2022 18:44,,,Tablet,
472073,C047608,1/14/2022,1/14/2022 18:33,1/14/2022 18:52,,,Mobile,
473845,C006140,1/14/2022,1/14/2022 19:04,1/14/2022 19:19,,,Desktop,
391809,C010239,1/14/2022,1/14/2022 19:16,1/14/2022 19:20,,,Mobile,
305230,C049879,1/14/2022,1/14/2022 19:35,1/14/2022 19:46,,,Tablet,
443996,C000502,1/14/2022,1/14/2022 19:49,1/14/2022 20:02,,,Desktop,
355887,C026243,1/14/2022,1/14/2022 19:49,1/14/2022 19:59,,,Mobile,
310797,C027776,1/14/2022,1/14/2022 20:17,1/14/2022 20:23,,,Mobile,
347760,C004511,1/14/2022,1/14/2022 20:26,1/14/2022 20:35,,,Mobile,
388842,C004657,1/14/2022,1/14/2022 20:34,1/14/2022 20:46,,,Mobile,
22,C001596,1/14/2022,1/14/2022 20:41,1/14/2022 20:55,,,Tablet,8005
407115,C009351,1/14/2022,1/14/2022 20:43,1/14/2022 20:53,,,Desktop,
401652,C035868,1/14/2022,1/14/2022 20:45,1/14/2022 20:58,,,Mobile,
348524,C010201,1/14/2022,1/14/2022 20:46,1/14/2022 20:49,,,Desktop,
499358,C050488,1/14/2022,1/14/2022 20:54,1/14/2022 21:05,,,Tablet,
400433,C050856,1/14/2022,1/14/2022 21:46,1/14/2022 21:47,,,Mobile,
304987,C045561,1/14/2022,1/14/2022 21:50,1/14/2022 21:58,,,Desktop,
333991,C020438,1/14/2022,1/14/2022 21:58,1/14/2022 22:08,,,Tablet,
370316,C004044,1/14/2022,1/14/2022 22:04,1/14/2022 22:17,,,Tablet,
485176,C007527,1/14/2022,1/14/2022 22:05,1/14/2022 22:14,,,Desktop,
454700,C014618,1/14/2022,1/14/2022 22:06,1/14/2022 22:13,,,Tablet,
332299,C002067,1/14/2022,1/14/2022 22:08,1/14/2022 22:17,,,Desktop,
335406,C022240,1/14/2022,1/14/2022 22:12,1/14/2022 22:26,,,Tablet,
443056,C009488,1/14/2022,1/14/2022 22:13,1/14/2022 22:14,,,Desktop,
488208,C005670,1/14/2022,1/14/2022 22:13,1/14/2022 22:24,,,Desktop,
327373,C044525,1/14/2022,1/14/2022 22:20,1/14/2022 22:34,,,Tablet,
388367,C038253,1/14/2022,1/14/2022 22:22,1/14/2022 22:36,,,Mobile,
450685,C019514,1/14/2022,1/14/2022 22:32,1/14/2022 22:44,,,Desktop,
328576,C028478,1/14/2022,1/14/2022 22:32,1/14/2022 22:45,,,Tablet,
19,C000280,1/14/2022,1/14/2022 22:40,1/14/2022 22:53,,,Desktop,183945
401282,C037645,1/14/2022,1/14/2022 23:06,1/14/2022 23:15,,,Tablet,
432933,C034457,1/14/2022,1/14/2022 23:27,1/14/2022 23:39,,,Tablet,
308860,C041294,1/14/2022,1/14/2022 23:30,1/14/2022 23:41,,,Mobile,
338994,C032862,1/14/2022,1/14/2022 23:44,1/14/2022 23:57,,,Mobile,
376975,C004929,1/14/2022,1/14/2022 23:50,1/15/2022 0:04,,,Tablet,
308372,C005052,1/15/2022,1/15/2022 0:17,1/15/2022 0:29,,,Desktop,
417385,C000079,1/15/2022,1/15/2022 0:25,1/15/2022 0:37,,,Desktop,
373134,C006880,1/15/2022,1/15/2022 0:35,1/15/2022 0:48,,,Tablet,
437435,C036358,1/15/2022,1/15/2022 0:38,1/15/2022 0:48,,,Tablet,
491358,C028567,1/15/2022,1/15/2022 0:48,1/15/2022 1:02,,,Mobile,
422925,C017909,1/15/2022,1/15/2022 0:58,1/15/2022 1:12,,,Desktop,
411322,C019906,1/15/2022,1/15/2022 1:01,1/15/2022 1:18,,,Desktop,
426723,C023637,1/15/2022,1/15/2022 1:27,1/15/2022 1:35,,,Desktop,
481127,C002539,1/15/2022,1/15/2022 1:40,1/15/2022 1:50,,,Desktop,
447899,C011735,1/15/2022,1/15/2022 1:41,1/15/2022 1:45,,,Tablet,
429856,C040091,1/15/2022,1/15/2022 2:07,1/15/2022 2:09,,,Tablet,
417421,C013824,1/15/2022,1/15/2022 2:11,1/15/2022 2:12,,,Desktop,
319672,C000544,1/15/2022,1/15/2022 2:17,1/15/2022 2:31,,,Desktop,
314036,C049794,1/15/2022,1/15/2022 2:18,1/15/2022 2:29,,,Mobile,
388667,C041430,1/15/2022,1/15/2022 2:19,1/15/2022 2:32,,,Desktop,
310497,C009296,1/15/2022,1/15/2022 3:04,1/15/2022 3:17,,,Tablet,
426136,C024935,1/15/2022,1/15/2022 3:07,1/15/2022 3:18,,,Mobile,
455900,C000023,1/15/2022,1/15/2022 3:13,1/15/2022 3:21,,,Tablet,
389640,C006871,1/15/2022,1/15/2022 3:17,1/15/2022 3:27,,,Desktop,
432415,C058346,1/15/2022,1/15/2022 3:32,1/15/2022 3:36,,,Tablet,
387594,C002241,1/15/2022,1/15/2022 3:49,1/15/2022 4:04,,,Desktop,
356541,C016598,1/15/2022,1/15/2022 4:08,1/15/2022 4:17,,,Mobile,
391033,C022746,1/15/2022,1/15/2022 4:10,1/15/2022 4:13,,,Tablet,
330615,C003033,1/15/2022,1/15/2022 4:10,1/15/2022 4:24,,,Tablet,
362616,C005760,1/15/2022,1/15/2022 4:16,1/15/2022 4:28,,,Tablet,
366886,C003673,1/15/2022,1/15/2022 4:28,1/15/2022 4:39,,,Tablet,
493228,C000327,1/15/2022,1/15/2022 4:31,1/15/2022 4:40,,,Mobile,
496293,C017386,1/15/2022,1/15/2022 4:49,1/15/2022 5:02,,,Tablet,
492390,C041094,1/15/2022,1/15/2022 5:23,1/15/2022 5:36,,,Mobile,
357094,C051673,1/15/2022,1/15/2022 5:25,1/15/2022 5:35,,,Mobile,
400629,C050716,1/15/2022,1/15/2022 5:27,1/15/2022 5:31,,,Tablet,
372922,C035473,1/15/2022,1/15/2022 5:31,1/15/2022 5:42,,,Tablet,
492004,C014911,1/15/2022,1/15/2022 5:33,1/15/2022 5:46,,,Tablet,
328538,C024202,1/15/2022,1/15/2022 5:35,1/15/2022 5:43,,,Desktop,
395596,C017271,1/15/2022,1/15/2022 5:39,1/15/2022 5:43,,,Mobile,
347197,C035334,1/15/2022,1/15/2022 5:44,1/15/2022 5:58,,,Desktop,
315167,C038162,1/15/2022,1/15/2022 6:01,1/15/2022 6:14,,,Desktop,
384583,C036926,1/15/2022,1/15/2022 6:06,1/15/2022 6:15,,,Desktop,
347731,C027171,1/15/2022,1/15/2022 6:11,1/15/2022 6:18,,,Desktop,
397187,C021688,1/15/2022,1/15/2022 6:14,1/15/2022 6:22,,,Tablet,
449187,C010052,1/15/2022,1/15/2022 6:16,1/15/2022 6:23,,,Mobile,
447471,C010212,1/15/2022,1/15/2022 6:18,1/15/2022 6:29,,,Desktop,
393431,C053869,1/15/2022,1/15/2022 6:29,1/15/2022 6:39,,,Desktop,
308155,C024664,1/15/2022,1/15/2022 6:32,1/15/2022 6:34,,,Desktop,
414749,C010829,1/15/2022,1/15/2022 6:52,1/15/2022 7:03,,,Tablet,
380963,C010614,1/15/2022,1/15/2022 6:58,1/15/2022 7:11,,,Desktop,
484943,C004131,1/15/2022,1/15/2022 7:08,1/15/2022 7:16,,,Mobile,
401588,C003218,1/15/2022,1/15/2022 7:10,1/15/2022 7:22,,,Tablet,
366048,C015106,1/15/2022,1/15/2022 7:30,1/15/2022 7:39,,,Desktop,
330881,C021969,1/15/2022,1/15/2022 7:41,1/15/2022 7:50,,,Desktop,
446935,C021319,1/15/2022,1/15/2022 7:50,1/15/2022 8:06,,,Tablet,
498840,C005030,1/15/2022,1/15/2022 7:51,1/15/2022 8:05,,,Tablet,
315756,C042366,1/15/2022,1/15/2022 8:07,1/15/2022 8:21,,,Tablet,
422971,C016375,1/15/2022,1/15/2022 8:09,1/15/2022 8:19,,,Desktop,
354996,C040364,1/15/2022,1/15/2022 8:11,1/15/2022 8:25,,,Mobile,
449007,C003769,1/15/2022,1/15/2022 8:44,1/15/2022 8:55,,,Mobile,
424509,C012127,1/15/2022,1/15/2022 8:55,1/15/2022 9:09,,,Mobile,
327492,C030022,1/15/2022,1/15/2022 8:55,1/15/2022 9:11,,,Desktop,
321206,C052563,1/15/2022,1/15/2022 9:08,1/15/2022 9:23,,,Mobile,
308061,C000500,1/15/2022,1/15/2022 9:11,1/15/2022 9:22,,,Mobile,
428810,C012371,1/15/2022,1/15/2022 9:13,1/15/2022 9:23,,,Mobile,
323630,C018437,1/15/2022,1/15/2022 9:47,1/15/2022 9:57,,,Desktop,
480789,C022798,1/15/2022,1/15/2022 9:52,1/15/2022 10:01,,,Mobile,
361897,C030170,1/15/2022,1/15/2022 10:07,1/15/2022 10:19,,,Desktop,
484541,C014629,1/15/2022,1/15/2022 10:34,1/15/2022 10:48,,,Tablet,
363675,C007617,1/15/2022,1/15/2022 10:35,1/15/2022 10:43,,,Mobile,
343096,C023119,1/15/2022,1/15/2022 10:53,1/15/2022 11:03,,,Mobile,
414061,C005198,1/15/2022,1/15/2022 11:27,1/15/2022 11:35,,,Mobile,
356112,C036399,1/15/2022,1/15/2022 11:39,1/15/2022 11:50,,,Tablet,
386179,C013288,1/15/2022,1/15/2022 11:49,1/15/2022 11:57,,,Tablet,
459292,C003802,1/15/2022,1/15/2022 11:54,1/15/2022 12:05,,,Mobile,
377036,C001244,1/15/2022,1/15/2022 12:00,1/15/2022 12:07,,,Mobile,
365676,C026209,1/15/2022,1/15/2022 12:03,1/15/2022 12:07,,,Mobile,
400032,C017455,1/15/2022,1/15/2022 12:04,1/15/2022 12:17,,,Mobile,
357347,C021307,1/15/2022,1/15/2022 12:05,1/15/2022 12:19,,,Tablet,
371990,C010081,1/15/2022,1/15/2022 12:11,1/15/2022 12:21,,,Desktop,
459511,C027477,1/15/2022,1/15/2022 12:32,1/15/2022 12:37,,,Tablet,
399425,C016378,1/15/2022,1/15/2022 12:51,1/15/2022 13:00,,,Desktop,
394572,C021384,1/15/2022,1/15/2022 13:10,1/15/2022 13:27,,,Mobile,
374434,C001996,1/15/2022,1/15/2022 13:19,1/15/2022 13:29,,,Mobile,
450914,C042910,1/15/2022,1/15/2022 13:26,1/15/2022 13:38,,,Tablet,
471910,C009124,1/15/2022,1/15/2022 13:26,1/15/2022 13:35,,,Mobile,
301950,C017330,1/15/2022,1/15/2022 13:34,1/15/2022 13:43,,,Mobile,
453726,C048508,1/15/2022,1/15/2022 13:45,1/15/2022 13:53,,,Desktop,
314509,C018418,1/15/2022,1/15/2022 13:47,1/15/2022 13:51,,,Tablet,
345329,C011210,1/15/2022,1/15/2022 14:05,1/15/2022 14:12,,,Desktop,
486210,C054591,1/15/2022,1/15/2022 14:21,1/15/2022 14:25,,,Tablet,
378352,C011254,1/15/2022,1/15/2022 14:34,1/15/2022 14:46,,,Tablet,
339221,C013263,1/15/2022,1/15/2022 15:20,1/15/2022 15:33,,,Mobile,
369635,C043143,1/15/2022,1/15/2022 15:42,1/15/2022 15:53,,,Tablet,
343391,C026368,1/15/2022,1/15/2022 15:54,1/15/2022 16:10,,,Tablet,
356413,C008752,1/15/2022,1/15/2022 16:10,1/15/2022 16:23,,,Tablet,
465084,C042169,1/15/2022,1/15/2022 16:10,1/15/2022 16:13,,,Desktop,
407213,C036471,1/15/2022,1/15/2022 16:15,1/15/2022 16:27,,,Tablet,
301500,C049253,1/15/2022,1/15/2022 16:15,1/15/2022 16:26,,,Mobile,
307830,C009771,1/15/2022,1/15/2022 16:17,1/15/2022 16:29,,,Tablet,
311272,C008050,1/15/2022,1/15/2022 16:31,1/15/2022 16:35,,,Desktop,
494447,C036942,1/15/2022,1/15/2022 16:32,1/15/2022 16:45,,,Desktop,
328382,C025221,1/15/2022,1/15/2022 16:40,1/15/2022 16:50,,,Tablet,
371156,C007643,1/15/2022,1/15/2022 16:56,1/15/2022 17:00,,,Desktop,
479114,C015053,1/15/2022,1/15/2022 17:03,1/15/2022 17:12,,,Desktop,
325787,C013297,1/15/2022,1/15/2022 17:23,1/15/2022 17:34,,,Mobile,
384259,C005783,1/15/2022,1/15/2022 17:41,1/15/2022 17:51,,,Desktop,
474250,C039095,1/15/2022,1/15/2022 17:46,1/15/2022 17:51,,,Mobile,
440627,C038932,1/15/2022,1/15/2022 17:56,1/15/2022 18:07,,,Desktop,
474764,C001941,1/15/2022,1/15/2022 18:00,1/15/2022 18:07,,,Tablet,
385769,C002707,1/15/2022,1/15/2022 18:18,1/15/2022 18:28,,,Tablet,
324841,C001196,1/15/2022,1/15/2022 18:34,1/15/2022 18:45,,,Tablet,
395634,C012483,1/15/2022,1/15/2022 18:34,1/15/2022 18:41,,,Mobile,
351566,C057028,1/15/2022,1/15/2022 18:43,1/15/2022 18:54,,,Tablet,
461897,C013875,1/15/2022,1/15/2022 19:06,1/15/2022 19:15,,,Mobile,
483660,C032170,1/15/2022,1/15/2022 19:16,1/15/2022 19:19,,,Mobile,
386011,C044448,1/15/2022,1/15/2022 19:22,1/15/2022 19:33,,,Tablet,
415047,C012721,1/15/2022,1/15/2022 19:24,1/15/2022 19:35,,,Desktop,
336582,C037067,1/15/2022,1/15/2022 19:26,1/15/2022 19:36,,,Desktop,
370869,C006565,1/15/2022,1/15/2022 19:29,1/15/2022 19:41,,,Tablet,
400963,C018485,1/15/2022,1/15/2022 20:39,1/15/2022 20:50,,,Tablet,
482890,C010855,1/15/2022,1/15/2022 20:46,1/15/2022 20:56,,,Desktop,
473448,C052258,1/15/2022,1/15/2022 20:50,1/15/2022 20:55,,,Tablet,
377565,C004550,1/15/2022,1/15/2022 20:50,1/15/2022 20:53,,,Mobile,
406827,C011443,1/15/2022,1/15/2022 20:57,1/15/2022 21:07,,,Mobile,
389088,C049056,1/15/2022,1/15/2022 21:01,1/15/2022 21:09,,,Desktop,
350132,C002098,1/15/2022,1/15/2022 21:19,1/15/2022 21:35,,,Desktop,
397566,C002754,1/15/2022,1/15/2022 21:20,1/15/2022 21:39,,,Mobile,
372133,C020405,1/15/2022,1/15/2022 21:34,1/15/2022 21:44,,,Mobile,
342046,C027106,1/15/2022,1/15/2022 21:49,1/15/2022 21:52,,,Desktop,
