order_item_id,order_id,product_id,quantity,unit_price,unit_price_after_discount,line_total,discount_percent,commission_amount,maintenance_amount,shipping_fee_item,estimated_delivery_start,estimated_delivery_end,item_status,is_campaign,product_campaign_id
2407,1527,P004726,3,41123.56,41123.56,123370.67,0,6168.53,616.85,50,9/19/2024,9/21/2024 0:00,Refunded,0,
2408,1527,P003106,1,7731.25,7731.25,7731.25,0,618.5,0,200,9/20/2024,9/22/2024 0:00,Completed,0,
2409,1528,P001321,2,1744.38,1744.38,3488.76,0,279.1,0,70,12/15/2024,12/17/2024 0:00,Completed,0,
2410,1529,P004191,1,4722.8,4085.22,4085.22,13.5,326.82,20.43,200,11/12/2025,11/14/2025 0:00,Completed,1,
2411,1530,P003131,1,11222.98,11222.98,11222.98,0,897.84,0,150,1/1/2026,1/3/2026 0:00,Completed,0,
2412,1531,P002015,3,1343.26,1343.26,4029.79,0,483.57,0,20,12/31/2025,1/2/2026 0:00,Completed,0,
2413,1532,P004627,1,3348.21,3348.21,3348.21,0,334.82,16.74,30,10/26/2025,10/28/2025 0:00,Completed,0,
2414,1533,P003945,1,2068.72,2068.72,2068.72,0,165.5,10.34,100,11/20/2025,11/22/2025 0:00,Completed,0,
2415,1533,P001688,1,7910.6,7910.6,7910.6,0,632.85,0,150,11/18/2025,11/20/2025 0:00,Completed,0,
2416,1534,P003577,1,123.75,123.75,123.75,0,14.85,0,20,11/19/2025,11/21/2025 0:00,Completed,0,
2417,1534,P004717,1,204.17,204.17,204.17,0,6.13,4.08,70,11/17/2025,11/19/2025 0:00,Cancelled,0,
2418,1534,P001157,1,9995.51,9995.51,9995.51,0,799.64,0,200,11/17/2025,11/19/2025 0:00,Completed,0,
2419,1534,P004190,1,12906.68,12906.68,12906.68,0,1032.53,64.53,200,11/18/2025,11/20/2025 0:00,Cancelled,0,
2420,1535,P001416,3,198.66,198.66,595.97,0,59.6,0,20,12/21/2024,12/23/2024 0:00,Completed,0,
2421,1536,P002381,1,465.25,400.12,400.12,14,48.01,0,20,10/12/2024,10/13/2024 0:00,Completed,1,
2422,1537,P003247,2,133.78,133.78,267.57,0,8.03,0,50,12/5/2025,12/6/2025 0:00,Cancelled,0,
2423,1538,P003856,1,7961.25,7961.25,7961.25,0,636.9,0,200,10/26/2025,10/28/2025 0:00,Completed,0,
2424,1539,P001717,4,754.41,754.41,3017.62,0,241.41,0,70,12/22/2022,12/24/2022 0:00,Completed,0,
2425,1540,P004191,1,13157.5,13157.5,13157.5,0,1052.6,65.79,200,10/14/2025,10/16/2025 0:00,Cancelled,0,
2426,1540,P001049,2,4642.08,4642.08,9284.16,0,742.73,0,200,10/14/2025,10/16/2025 0:00,Completed,0,
2427,1541,P002520,1,2814.95,2814.95,2814.95,0,225.2,0,150,1/30/2023,2/1/2023 0:00,Completed,0,
2428,1542,P002253,2,7903.84,7903.84,15807.68,0,1264.61,0,150,9/30/2023,10/2/2023 0:00,Cancelled,0,
2429,1543,P001481,2,14243.65,14243.65,28487.31,0,2278.98,0,200,12/19/2024,12/21/2024 0:00,Completed,0,
2430,1544,P001190,1,9746.37,9746.37,9746.37,0,779.71,0,200,1/24/2025,1/26/2025 0:00,Completed,0,
2431,1545,P002263,2,12342.11,12342.11,24684.22,0,1974.74,0,150,4/11/2022,4/13/2022 0:00,Completed,0,
2432,1546,P000639,2,10298.97,10298.97,20597.94,0,1647.84,0,200,12/8/2025,12/10/2025 0:00,Refunded,0,
2433,1547,P003278,1,1038.55,1038.55,1038.55,0,124.63,0,20,5/2/2024,5/4/2024 0:00,Cancelled,0,
2434,1548,P001201,1,11008.67,11008.67,11008.67,0,880.69,0,200,6/21/2025,6/23/2025 0:00,Completed,0,
2435,1549,P002525,2,3387.21,3387.21,6774.43,0,541.95,0,150,10/24/2025,10/26/2025 0:00,Completed,0,
2436,1549,P002264,3,8824.38,8824.38,26473.13,0,2117.85,0,200,10/23/2025,10/25/2025 0:00,Completed,0,
2437,1550,P002051,1,10429.97,10429.97,10429.97,0,834.4,0,200,5/8/2025,5/9/2025 0:00,Completed,0,
2438,1551,P001153,1,10639.25,10639.25,10639.25,0,851.14,0,200,9/27/2023,9/28/2023 0:00,Completed,0,
2439,1552,P003084,1,5042.58,5042.58,5042.58,0,403.41,0,200,12/20/2025,12/22/2025 0:00,Completed,0,
2440,1553,P002525,1,3785.13,3785.13,3785.13,0,302.81,0,150,7/26/2025,7/27/2025 0:00,Refunded,0,
2441,1554,P001706,1,9537.37,9537.37,9537.37,0,762.99,0,200,12/31/2024,1/2/2025 0:00,Completed,0,
2442,1554,P001080,1,2443.41,2443.41,2443.41,0,244.34,0,30,12/31/2024,1/2/2025 0:00,Completed,0,
2443,1555,P003338,1,88.84,88.84,88.84,0,2.67,0,70,6/29/2025,7/1/2025 0:00,Completed,0,
2444,1556,P002979,1,4433.13,4433.13,4433.13,0,221.66,0,50,1/31/2025,2/2/2025 0:00,Cancelled,0,
2445,1557,P001195,1,9604.71,9604.71,9604.71,0,768.38,0,200,12/15/2025,12/17/2025 0:00,Completed,0,
2446,1557,P003968,1,5469.04,5469.04,5469.04,0,437.52,27.35,150,12/16/2025,12/18/2025 0:00,Completed,0,
2447,1558,P003091,1,4332.23,4332.23,4332.23,0,346.58,0,150,1/9/2025,1/10/2025 0:00,Completed,0,
2448,1559,P003689,2,221.49,221.49,442.99,0,13.29,0,70,8/29/2025,8/31/2025 0:00,Completed,0,
2449,1559,P001333,1,14006.77,14006.77,14006.77,0,1120.54,0,200,8/29/2025,8/30/2025 0:00,Refunded,0,
2450,1559,P000010,1,16984.76,16984.76,16984.76,0,849.24,0,50,8/27/2025,8/29/2025 0:00,Completed,0,
2451,1560,P002763,1,96.7,96.7,96.7,0,2.9,0,50,12/26/2025,12/28/2025 0:00,Completed,0,
2452,1561,P004183,1,4329.4,4329.4,4329.4,0,346.35,21.65,100,10/20/2023,10/22/2023 0:00,Completed,0,
2453,1561,P004141,3,2576.97,2576.97,7730.9,0,618.47,38.65,50,10/21/2023,10/23/2023 0:00,Completed,0,
2454,1562,P000088,1,68.86,63.49,63.49,7.8,1.9,0,50,11/13/2025,11/15/2025 0:00,Completed,1,
2455,1563,P004438,1,7154.36,7154.36,7154.36,0,572.35,35.77,150,9/18/2025,9/20/2025 0:00,Completed,0,
2456,1564,P002559,1,13429.73,13429.73,13429.73,0,671.49,0,100,6/20/2025,6/22/2025 0:00,Completed,0,
2457,1565,P004629,4,6206.25,6206.25,24825.01,0,1986,124.13,150,8/13/2025,8/15/2025 0:00,Cancelled,0,
2458,1565,P003543,1,7041.68,7041.68,7041.68,0,563.33,0,150,8/13/2025,8/15/2025 0:00,Cancelled,0,
2459,1565,P002266,1,14633.74,14633.74,14633.74,0,1170.7,0,150,8/13/2025,8/14/2025 0:00,Completed,0,
2460,1566,P003340,1,9066.51,9066.51,9066.51,0,725.32,0,200,8/25/2024,8/27/2024 0:00,Completed,0,
2461,1567,P004029,2,2326.35,2326.35,4652.7,0,465.27,23.26,30,4/10/2025,4/11/2025 0:00,Completed,0,
2462,1567,P002032,1,135.94,135.94,135.94,0,4.08,0,70,4/8/2025,4/10/2025 0:00,Cancelled,0,
2463,1568,P002041,1,41.91,41.91,41.91,0,1.26,0,70,10/15/2025,10/17/2025 0:00,Completed,0,
2464,1568,P003015,1,13855.73,13855.73,13855.73,0,1108.46,0,200,10/16/2025,10/18/2025 0:00,Cancelled,0,
2465,1568,P004109,1,18361.27,18361.27,18361.27,0,918.06,91.81,100,10/15/2025,10/17/2025 0:00,Completed,0,
2466,1569,P004605,1,5785.42,5785.42,5785.42,0,578.54,28.93,30,6/28/2025,6/30/2025 0:00,Cancelled,0,
2467,1569,P001472,1,14413.18,14413.18,14413.18,0,1153.05,0,200,6/30/2025,7/2/2025 0:00,Cancelled,0,
2468,1570,P002533,1,14056.9,14056.9,14056.9,0,1124.55,0,150,7/10/2024,7/12/2024 0:00,Completed,0,
2469,1570,P001685,2,6246.07,6246.07,12492.14,0,999.37,0,200,7/12/2024,7/14/2024 0:00,Completed,0,
2470,1570,P002236,1,10607.87,10607.87,10607.87,0,530.39,0,30,7/11/2024,7/13/2024 0:00,Completed,0,
2471,1571,P004788,1,40450.6,40450.6,40450.6,0,2022.53,202.25,50,2/14/2025,2/16/2025 0:00,Completed,0,
2472,1571,P004630,1,8310.79,8310.79,8310.79,0,664.86,41.55,200,2/13/2025,2/15/2025 0:00,Completed,0,
2473,1572,P001159,1,6173.74,6173.74,6173.74,0,493.9,0,150,4/4/2022,4/6/2022 0:00,Completed,0,
2474,1573,P001681,1,12348.48,12348.48,12348.48,0,987.88,0,200,12/18/2023,12/20/2023 0:00,Completed,0,
2475,1573,P004444,2,10058.22,10058.22,20116.43,0,1609.31,100.58,200,12/17/2023,12/19/2023 0:00,Completed,0,
2476,1574,P001734,1,1991.56,1991.56,1991.56,0,159.32,0,50,8/20/2023,8/21/2023 0:00,Completed,0,
2477,1575,P004864,1,12834.59,12834.59,12834.59,0,1026.77,64.17,200,12/9/2025,12/11/2025 0:00,Completed,0,
2478,1576,P002735,1,8741.75,8741.75,8741.75,0,699.34,0,200,12/24/2023,12/26/2023 0:00,Completed,0,
2479,1576,P001484,1,6598.55,6598.55,6598.55,0,527.88,0,200,12/24/2023,12/26/2023 0:00,Cancelled,0,
2480,1576,P000496,1,732.49,732.49,732.49,0,58.6,0,70,12/23/2023,12/25/2023 0:00,Completed,0,
2481,1577,P004631,2,1764.26,1764.26,3528.52,0,282.28,17.64,50,10/16/2025,10/17/2025 0:00,Completed,0,
2482,1578,P001183,1,12012.58,12012.58,12012.58,0,961.01,0,150,12/7/2024,12/9/2024 0:00,Completed,0,
2483,1578,P001473,2,12800.92,12800.92,25601.83,0,2048.15,0,200,12/7/2024,12/9/2024 0:00,Completed,0,
2484,1579,P001172,1,8595.15,8595.15,8595.15,0,687.61,0,150,10/16/2024,10/18/2024 0:00,Cancelled,0,
2485,1579,P001183,2,8725.15,8725.15,17450.29,0,1396.02,0,150,10/14/2024,10/16/2024 0:00,Completed,0,
2486,1579,P003267,1,217.03,217.03,217.03,0,6.51,0,70,10/15/2024,10/17/2024 0:00,Completed,0,
2487,1580,P003011,1,11460.63,11460.63,11460.63,0,916.85,0,200,6/19/2025,6/21/2025 0:00,Completed,0,
2488,1580,P004097,1,19092.98,19092.98,19092.98,0,954.65,95.46,100,6/21/2025,6/23/2025 0:00,Completed,0,
2489,1581,P003339,2,7908.9,7908.9,15817.8,0,1265.42,0,200,1/21/2025,1/22/2025 0:00,Completed,0,
2490,1581,P001692,2,14882.93,14882.93,29765.86,0,2381.27,0,200,1/19/2025,1/21/2025 0:00,Refunded,0,
2491,1582,P001341,1,10294.65,10294.65,10294.65,0,823.57,0,200,12/27/2025,12/29/2025 0:00,Completed,0,
2492,1583,P004435,1,3382.84,3382.84,3382.84,0,270.63,16.91,50,11/10/2024,11/12/2024 0:00,Cancelled,0,
2493,1583,P001171,1,14336.85,14336.85,14336.85,0,1146.95,0,200,11/9/2024,11/10/2024 0:00,Completed,0,
2494,1584,P000904,1,867.57,867.57,867.57,0,104.11,0,20,5/19/2025,5/21/2025 0:00,Completed,0,
2495,1585,P003385,1,170.75,170.75,170.75,0,5.12,0,30,8/13/2025,8/15/2025 0:00,Cancelled,0,
2496,1586,P001180,4,4897.46,4897.46,19589.86,0,1567.19,0,150,6/9/2024,6/11/2024 0:00,Completed,0,
2497,1587,P003858,1,3214.41,3214.41,3214.41,0,257.15,0,150,9/8/2025,9/10/2025 0:00,Completed,0,
2498,1588,P001711,1,8416.41,8416.41,8416.41,0,673.31,0,200,5/12/2025,5/13/2025 0:00,Cancelled,0,
2499,1589,P004132,1,14745.22,14745.22,14745.22,0,1179.62,73.73,200,11/23/2025,11/25/2025 0:00,Cancelled,0,
2500,1590,P002806,1,1455.79,1455.79,1455.79,0,116.46,0,50,2/7/2025,2/9/2025 0:00,Completed,0,
2501,1591,P001701,1,9869.08,9197.98,9197.98,6.8,735.84,0,150,10/12/2022,10/14/2022 0:00,Completed,1,
2502,1592,P003110,3,1048.96,914.69,2744.08,12.8,219.53,0,50,12/13/2024,12/15/2024 0:00,Cancelled,1,
2503,1592,P003303,1,18528,16471.39,16471.39,11.1,823.57,0,100,12/13/2024,12/15/2024 0:00,Completed,1,
2504,1592,P003948,1,2365.17,2168.86,2168.86,8.3,173.51,10.84,100,12/13/2024,12/15/2024 0:00,Completed,1,
2505,1593,P000762,2,115.55,115.55,231.1,0,6.93,0,70,11/11/2022,11/13/2022 0:00,Refunded,0,
2506,1594,P002531,1,576.48,576.48,576.48,0,46.12,0,70,6/24/2025,6/26/2025 0:00,Completed,0,
2507,1595,P003313,1,369.31,369.31,369.31,0,36.93,0,20,1/9/2024,1/11/2024 0:00,Completed,0,
2508,1596,P002262,2,3490.35,3490.35,6980.69,0,558.46,0,100,12/20/2022,12/22/2022 0:00,Refunded,0,
2509,1597,P002577,1,103.8,103.8,103.8,0,12.46,0,20,1/8/2024,1/10/2024 0:00,Completed,0,
2510,1597,P004130,1,6604.92,6604.92,6604.92,0,528.39,33.02,100,1/9/2024,1/11/2024 0:00,Cancelled,0,
2511,1598,P004445,1,13656.67,13656.67,13656.67,0,1092.53,68.28,150,9/15/2025,9/17/2025 0:00,Cancelled,0,
2512,1598,P001800,1,732.43,732.43,732.43,0,73.24,0,30,9/15/2025,9/17/2025 0:00,Completed,0,
2513,1599,P003079,1,99.19,99.19,99.19,0,2.98,0,30,6/28/2025,6/29/2025 0:00,Refunded,0,
2514,1599,P000693,1,5976.93,5976.93,5976.93,0,597.69,0,30,6/27/2025,6/29/2025 0:00,Cancelled,0,
2515,1599,P004533,1,122.07,122.07,122.07,0,3.66,0.61,70,6/29/2025,7/1/2025 0:00,Completed,0,
2516,1600,P002533,1,5148.7,5148.7,5148.7,0,411.9,0,150,1/3/2025,1/5/2025 0:00,Completed,0,
2517,1601,P001003,1,39973.64,39973.64,39973.64,0,1998.68,0,50,12/14/2025,12/16/2025 0:00,Completed,0,
2518,1602,P004850,1,6949.88,6949.88,6949.88,0,555.99,34.75,150,8/8/2024,8/10/2024 0:00,Completed,0,
2519,1603,P000386,1,3581.25,3581.25,3581.25,0,179.06,0,50,12/5/2023,12/7/2023 0:00,Completed,0,
2520,1603,P002761,1,10988.51,10988.51,10988.51,0,879.08,0,200,12/3/2023,12/4/2023 0:00,Completed,0,
2521,1604,P003972,1,278.92,278.92,278.92,0,33.47,1.39,20,4/8/2025,4/10/2025 0:00,Completed,0,
2522,1605,P001573,1,2337.91,2337.91,2337.91,0,116.9,0,50,12/15/2025,12/17/2025 0:00,Refunded,0,
2523,1605,P000482,1,11329.96,11329.96,11329.96,0,906.4,0,200,12/15/2025,12/17/2025 0:00,Completed,0,
2524,1606,P000791,1,195.21,178.22,178.22,8.7,5.35,0,70,9/11/2025,9/13/2025 0:00,Completed,1,
2525,1607,P002522,1,9610.78,9610.78,9610.78,0,768.86,0,200,10/18/2024,10/20/2024 0:00,Completed,0,
2526,1608,P000764,1,43.26,43.26,43.26,0,1.3,0,30,9/12/2024,9/14/2024 0:00,Completed,0,
2527,1608,P002761,2,10212.07,10212.07,20424.14,0,1633.93,0,200,9/10/2024,9/12/2024 0:00,Cancelled,0,
2528,1609,P003337,1,4440.82,4440.82,4440.82,0,355.27,0,150,6/22/2025,6/23/2025 0:00,Cancelled,0,
2529,1610,P001583,1,9746.52,9746.52,9746.52,0,487.33,0,100,6/18/2025,6/20/2025 0:00,Completed,0,
2530,1611,P003721,1,28268.41,28268.41,28268.41,0,1413.42,0,50,12/6/2025,12/8/2025 0:00,Completed,0,
2531,1612,P001688,2,6913.86,6568.17,13136.34,5,1050.91,0,150,11/12/2025,11/13/2025 0:00,Completed,1,
2532,1613,P002755,1,43.63,41.23,41.23,5.5,1.24,0,50,4/16/2025,4/18/2025 0:00,Completed,1,PC009328
2533,1613,P002672,1,1871.16,1633.52,1633.52,12.7,81.68,0,20,4/15/2025,4/17/2025 0:00,Cancelled,1,
2534,1614,P003058,1,194.25,194.25,194.25,0,5.83,0,50,1/15/2025,1/17/2025 0:00,Cancelled,0,
2535,1614,P001692,1,5750.52,5750.52,5750.52,0,460.04,0,200,1/17/2025,1/19/2025 0:00,Completed,0,
2536,1615,P001390,1,10023.91,10023.91,10023.91,0,501.2,0,100,12/29/2022,12/31/2022 0:00,Completed,0,
2537,1615,P002510,4,12636.97,12636.97,50547.86,0,4043.83,0,150,12/30/2022,1/1/2023 0:00,Cancelled,0,
2538,1615,P003074,1,21.86,21.86,21.86,0,0.66,0,30,12/29/2022,12/31/2022 0:00,Completed,0,
2539,1615,P001479,1,7026.49,7026.49,7026.49,0,562.12,0,150,12/29/2022,12/31/2022 0:00,Cancelled,0,
2540,1616,P003468,4,5708.85,4898.2,19592.79,14.2,979.64,0,50,9/9/2025,9/11/2025 0:00,Cancelled,1,
2541,1616,P001355,1,2223.58,1916.73,1916.73,13.8,191.67,0,30,9/9/2025,9/11/2025 0:00,Cancelled,1,
2542,1617,P000233,3,4939.3,4939.3,14817.9,0,1481.79,0,30,10/23/2024,10/25/2024 0:00,Completed,0,
2543,1618,P002979,2,5950.19,5950.19,11900.38,0,595.02,0,50,8/5/2025,8/7/2025 0:00,Cancelled,0,
2544,1619,P004014,1,4481.3,4481.3,4481.3,0,358.5,22.41,100,11/22/2024,11/24/2024 0:00,Completed,0,
2545,1619,P004011,1,11252.47,11252.47,11252.47,0,900.2,56.26,150,11/21/2024,11/22/2024 0:00,Completed,0,
2546,1620,P001749,1,52.25,52.25,52.25,0,1.57,0,70,8/14/2024,8/16/2024 0:00,Completed,0,
2547,1620,P002272,2,43.87,43.87,87.73,0,2.63,0,50,8/14/2024,8/16/2024 0:00,Completed,0,
2548,1621,P004400,1,114,107.39,107.39,5.8,3.22,0.54,70,4/15/2025,4/17/2025 0:00,Completed,1,
2549,1622,P003340,1,6318.02,6318.02,6318.02,0,505.44,0,200,9/11/2023,9/13/2023 0:00,Completed,0,
2550,1622,P004139,2,345.71,345.71,691.43,0,55.31,3.46,50,9/11/2023,9/12/2023 0:00,Completed,0,
2551,1623,P002737,1,2365.38,2365.38,2365.38,0,189.23,0,150,11/25/2025,11/27/2025 0:00,Completed,0,
2552,1624,P004071,4,8463.97,8463.97,33855.87,0,2708.47,169.28,150,7/14/2023,7/16/2023 0:00,Completed,0,
2553,1624,P004793,1,8628.49,8628.49,8628.49,0,431.42,43.14,30,7/13/2023,7/15/2023 0:00,Completed,0,
2554,1625,P002763,1,111.34,111.34,111.34,0,3.34,0,50,7/4/2025,7/6/2025 0:00,Completed,0,
2555,1625,P003458,2,1997.66,1997.66,3995.32,0,199.77,0,50,7/6/2025,7/8/2025 0:00,Completed,0,
2556,1626,P004772,1,120.99,120.99,120.99,0,3.63,2.42,50,10/27/2024,10/29/2024 0:00,Completed,0,
2557,1627,P004040,2,136.65,136.65,273.3,0,8.2,5.47,30,12/26/2022,12/28/2022 0:00,Completed,0,
2558,1627,P002110,1,5101.19,5101.19,5101.19,0,510.12,0,30,12/25/2022,12/27/2022 0:00,Completed,0,
2559,1627,P001359,1,414.39,414.39,414.39,0,41.44,0,20,12/25/2022,12/27/2022 0:00,Completed,0,
2560,1628,P001183,3,14753.18,14753.18,44259.53,0,3540.76,0,150,10/21/2025,10/23/2025 0:00,Completed,0,
2561,1629,P002725,1,11783.97,11783.97,11783.97,0,942.72,0,200,11/12/2025,11/14/2025 0:00,Completed,0,
2562,1629,P002243,1,5657.63,5657.63,5657.63,0,452.61,0,100,11/12/2025,11/14/2025 0:00,Cancelled,0,
2563,1629,P000960,1,180.46,180.46,180.46,0,18.05,0,20,11/11/2025,11/13/2025 0:00,Completed,0,
2564,1630,P003238,1,218.27,218.27,218.27,0,6.55,0,70,10/27/2024,10/29/2024 0:00,Completed,0,
2565,1631,P001305,2,6129.82,6129.82,12259.65,0,980.77,0,150,3/6/2025,3/8/2025 0:00,Completed,0,
2566,1631,P002018,1,2879.13,2879.13,2879.13,0,230.33,0,100,3/5/2025,3/7/2025 0:00,Completed,0,
2567,1632,P002523,1,1023.51,1023.51,1023.51,0,81.88,0,50,1/31/2024,2/2/2024 0:00,Completed,0,
2568,1632,P003674,1,206.1,206.1,206.1,0,6.18,0,70,1/29/2024,1/31/2024 0:00,Refunded,0,
2569,1632,P002985,1,3621.94,3621.94,3621.94,0,181.1,0,20,1/31/2024,2/1/2024 0:00,Completed,0,
2570,1632,P003067,2,82.79,82.79,165.58,0,4.97,0,50,1/31/2024,2/2/2024 0:00,Completed,0,
2571,1633,P002796,1,19023.14,19023.14,19023.14,0,951.16,0,100,12/22/2023,12/24/2023 0:00,Completed,0,
2572,1633,P002731,1,4051.39,4051.39,4051.39,0,324.11,0,150,12/23/2023,12/25/2023 0:00,Completed,0,
2573,1634,P001614,1,454.08,454.08,454.08,0,54.49,0,20,7/23/2024,7/25/2024 0:00,Completed,0,
2574,1634,P000842,2,79.84,79.84,159.68,0,4.79,0,70,7/22/2024,7/24/2024 0:00,Completed,0,
2575,1635,P004634,1,7681.72,7681.72,7681.72,0,614.54,38.41,150,2/28/2025,3/1/2025 0:00,Completed,0,
2576,1636,P004077,1,7518.32,7037.14,7037.14,6.4,562.97,35.19,150,4/14/2025,4/15/2025 0:00,Completed,1,
2577,1636,P004039,1,207.97,189.67,189.67,8.8,5.69,3.79,70,4/14/2025,4/16/2025 0:00,Completed,1,
2578,1637,P002661,1,6136.04,6136.04,6136.04,0,306.8,0,100,12/26/2025,12/28/2025 0:00,Refunded,0,
2579,1637,P002719,4,6681.61,6681.61,26726.46,0,2138.12,0,200,12/27/2025,12/29/2025 0:00,Completed,0,
2580,1637,P003946,1,13526.14,13526.14,13526.14,0,1082.09,67.63,150,12/26/2025,12/28/2025 0:00,Completed,0,
2581,1638,P001040,1,9490.02,9490.02,9490.02,0,759.2,0,200,6/13/2025,6/14/2025 0:00,Completed,0,
2582,1639,P002502,1,12528.68,12528.68,12528.68,0,1002.29,0,200,10/31/2025,11/2/2025 0:00,Completed,0,
2583,1640,P001041,1,8902.13,8902.13,8902.13,0,712.17,0,200,1/10/2025,1/12/2025 0:00,Cancelled,0,
2584,1640,P001910,1,2065.19,2065.19,2065.19,0,206.52,0,30,1/10/2025,1/12/2025 0:00,Completed,0,
2585,1641,P003089,1,1729.96,1729.96,1729.96,0,138.4,0,50,5/11/2025,5/12/2025 0:00,Completed,0,
2586,1641,P004448,1,537.57,537.57,537.57,0,43.01,2.69,70,5/10/2025,5/12/2025 0:00,Completed,0,
2587,1641,P003956,1,847.83,847.83,847.83,0,67.83,4.24,70,5/11/2025,5/13/2025 0:00,Cancelled,0,
2588,1642,P004316,1,156.41,141.24,141.24,9.7,4.24,2.82,30,9/10/2023,9/11/2023 0:00,Refunded,1,
2589,1643,P003858,1,6089.84,6089.84,6089.84,0,487.19,0,150,4/21/2025,4/23/2025 0:00,Completed,0,
2590,1643,P001304,1,7019.44,7019.44,7019.44,0,561.56,0,200,4/20/2025,4/22/2025 0:00,Completed,0,
2591,1644,P000482,1,6013.77,5604.83,5604.83,6.8,448.39,0,200,10/10/2024,10/12/2024 0:00,Cancelled,1,PC007048
2592,1644,P001299,1,10806.49,9855.52,9855.52,8.8,492.78,0,100,10/10/2024,10/11/2024 0:00,Completed,1,
2593,1644,P002999,1,8643.77,7580.59,7580.59,12.3,606.45,0,150,10/11/2024,10/13/2024 0:00,Completed,1,
2594,1645,P004132,2,4126.71,4126.71,8253.41,0,660.27,41.27,200,12/20/2025,12/22/2025 0:00,Completed,0,
2595,1646,P003856,1,13560.92,13560.92,13560.92,0,1084.87,0,200,4/20/2025,4/22/2025 0:00,Completed,0,
2596,1646,P001462,2,3262.85,3262.85,6525.71,0,522.06,0,50,4/20/2025,4/22/2025 0:00,Completed,0,
2597,1646,P001946,2,242.23,242.23,484.46,0,58.13,0,20,4/19/2025,4/20/2025 0:00,Completed,0,
2598,1647,P002558,1,13420.49,13420.49,13420.49,0,671.02,0,30,8/2/2024,8/4/2024 0:00,Completed,0,
2599,1647,P002576,1,3397.97,3397.97,3397.97,0,169.9,0,50,8/4/2024,8/6/2024 0:00,Completed,0,
2600,1648,P001662,1,159.72,159.72,159.72,0,19.17,0,20,3/16/2025,3/18/2025 0:00,Completed,0,
2601,1649,P001329,3,6095.6,5388.51,16165.54,11.6,1293.24,0,150,10/10/2025,10/12/2025 0:00,Completed,1,
2602,1650,P001171,1,12390.49,12390.49,12390.49,0,991.24,0,200,1/1/2026,1/3/2026 0:00,Completed,0,
2603,1651,P004239,1,1241.05,1241.05,1241.05,0,62.05,6.21,20,11/26/2025,11/27/2025 0:00,Completed,0,
2604,1651,P002609,2,36765.2,36765.2,73530.4,0,3676.52,0,50,11/24/2025,11/26/2025 0:00,Completed,0,
2605,1651,P000992,1,1786.96,1786.96,1786.96,0,89.35,0,20,11/26/2025,11/28/2025 0:00,Completed,0,
2606,1652,P002258,1,14182.89,14182.89,14182.89,0,1134.63,0,200,8/13/2025,8/15/2025 0:00,Completed,0,
2607,1653,P003949,1,3735.07,3249.51,3249.51,13,259.96,16.25,150,12/13/2025,12/15/2025 0:00,Completed,1,
2608,1654,P000446,1,194.05,194.05,194.05,0,5.82,0,70,10/25/2025,10/27/2025 0:00,Completed,0,
2609,1655,P000663,1,160.39,146.92,146.92,8.4,4.41,0,70,12/14/2024,12/16/2024 0:00,Cancelled,1,PC008835
2610,1655,P002499,3,1106.18,1046.44,3139.33,5.4,251.15,0,50,12/14/2024,12/16/2024 0:00,Completed,1,
2611,1655,P001304,1,13336.38,11882.71,11882.71,10.9,950.62,0,200,12/14/2024,12/16/2024 0:00,Completed,1,
2612,1656,P003171,3,43648.12,43648.12,130944.37,0,6547.22,0,50,10/28/2023,10/30/2023 0:00,Completed,0,
2613,1657,P002572,2,4975.22,4975.22,9950.45,0,497.52,0,50,1/28/2025,1/30/2025 0:00,Cancelled,0,
2614,1658,P004363,2,2225.94,2225.94,4451.89,0,445.19,22.26,30,7/26/2024,7/28/2024 0:00,Completed,0,
2615,1658,P000817,1,192.89,192.89,192.89,0,5.79,0,70,7/25/2024,7/27/2024 0:00,Cancelled,0,
2616,1658,P001516,1,6691.28,6691.28,6691.28,0,535.3,0,150,7/27/2024,7/28/2024 0:00,Cancelled,0,
2617,1659,P004822,1,9431.2,9431.2,9431.2,0,754.5,47.16,150,10/23/2025,10/25/2025 0:00,Cancelled,0,
2618,1659,P003957,1,5253.19,5253.19,5253.19,0,420.26,26.27,200,10/24/2025,10/25/2025 0:00,Completed,0,
2619,1660,P003094,1,1823.67,1823.67,1823.67,0,145.89,0,70,9/24/2024,9/26/2024 0:00,Completed,0,
2620,1660,P002517,1,4549.31,4549.31,4549.31,0,363.94,0,150,9/22/2024,9/24/2024 0:00,Completed,0,
2621,1661,P002566,1,16683.59,16683.59,16683.59,0,834.18,0,100,10/28/2025,10/29/2025 0:00,Cancelled,0,
2622,1662,P002508,1,11030.06,11030.06,11030.06,0,882.41,0,200,10/2/2025,10/4/2025 0:00,Completed,0,
2623,1663,P001335,4,6788.14,6788.14,27152.56,0,2172.2,0,150,10/3/2025,10/5/2025 0:00,Completed,0,
2624,1663,P003226,2,173.46,173.46,346.91,0,10.41,0,70,10/4/2025,10/6/2025 0:00,Completed,0,
2625,1664,P003091,1,2021.22,2021.22,2021.22,0,161.7,0,150,7/5/2025,7/7/2025 0:00,Completed,0,
2626,1665,P000155,2,1849.06,1849.06,3698.11,0,184.91,0,20,11/21/2025,11/22/2025 0:00,Completed,0,
2627,1665,P002279,4,59.49,59.49,237.97,0,7.14,0,70,11/21/2025,11/22/2025 0:00,Cancelled,0,
2628,1666,P003949,2,5922.98,5348.45,10696.9,9.7,855.75,53.48,150,11/11/2024,11/12/2024 0:00,Completed,1,
