order_id,order_date,customer_id,order_day,year_month,subtotal_amount,shipping_fee_total,commission_total,maintenance_total,total_amount,campaign_id
156386,11/20/2025,C055381,11/20/2025,2025-11,6351.17,200,508.09,0,6551.17,
114662,11/18/2024,C036662,11/18/2024,2024-11,13930.57,300,1101.1,68.32,14230.57,
108749,12/13/2025,C049976,12/13/2025,2025-12,19325.22,100,966.26,0,19425.22,
299823,3/22/2025,C018222,3/22/2025,2025-03,15748.1,30,787.4,0,15778.1,
28090,9/11/2025,C016284,9/11/2025,2025-09,12062.49,150,965,0,12212.49,
171616,10/10/2022,C002080,10/10/2022,2022-10,34060.59,350,2632.48,15.39,34410.59,
138603,10/10/2025,C032816,10/10/2025,2025-10,924.22,30,92.42,0,954.22,
214142,1/11/2025,C037681,1/11/2025,2025-01,5843.4,100,292.17,29.22,5943.4,
229122,9/30/2024,C020317,9/30/2024,2024-09,4188.72,200,335.1,0,4388.72,
64529,2/24/2023,C004202,2/24/2023,2023-02,26408.05,450,2092.99,130.07,26858.05,
150073,10/19/2024,C012834,10/19/2024,2024-10,16761.05,350,1340.88,0,17111.05,
152197,11/22/2025,C029296,11/22/2025,2025-11,9090.82,250,645.57,0,9340.82,
226663,8/20/2025,C024378,8/20/2025,2025-08,18078.18,220,1169.95,10.24,18298.18,
138323,9/13/2025,C010876,9/13/2025,2025-09,342.82,20,41.14,0,362.82,
142066,11/9/2025,C003595,11/9/2025,2025-11,11743.19,200,939.46,0,11943.19,
8111,10/31/2023,C022118,10/31/2023,2023-10,47106.61,400,3837.06,0,47506.61,
159552,11/25/2023,C017592,11/25/2023,2023-11,226.66,50,6.8,0,276.66,
199494,11/16/2025,C029252,11/16/2025,2025-11,9898.22,150,791.86,49.49,10048.22,
183732,6/27/2024,C023060,6/27/2024,2024-06,6601.33,230,538.71,0,6831.33,
61467,9/9/2025,C005348,9/9/2025,2025-09,13600.48,200,1088.04,68,13800.48,
143087,11/8/2025,C014416,11/8/2025,2025-11,41929.9,400,3354.4,0,42329.9,
291094,11/11/2025,C037167,11/11/2025,2025-11,3500.37,60,341.65,0,3560.37,
123821,9/10/2025,C019303,9/10/2025,2025-09,6739.48,150,539.16,0,6889.48,
7814,6/17/2022,C001815,6/17/2022,2022-06,8794.41,220,699.83,0,9014.41,
85213,12/12/2025,C011451,12/12/2025,2025-12,8984.34,100,449.22,0,9084.34,
153062,1/30/2023,C002063,1/30/2023,2023-01,198.29,20,19.83,0.99,218.29,
221507,9/19/2025,C037031,9/19/2025,2025-09,4472.4,200,357.79,22.36,4672.4,
269744,5/23/2025,C043364,5/23/2025,2025-05,5288.17,150,423.05,0,5438.17,
123772,8/28/2024,C015445,8/28/2024,2024-08,7109.65,200,568.77,0,7309.65,
168101,10/2/2025,C004417,10/2/2025,2025-10,7581.87,150,606.55,37.91,7731.87,
1025,2/22/2024,C008217,2/22/2024,2024-02,9936.08,320,752.07,0,10256.08,
4974,5/28/2025,C038760,5/28/2025,2025-05,632.23,20,63.22,0,652.23,
277014,7/26/2025,C010248,7/26/2025,2025-07,9200.74,200,736.06,0,9400.74,
152768,6/24/2025,C015001,6/24/2025,2025-06,1619.03,50,129.52,8.1,1669.03,
110056,10/15/2023,C020685,10/15/2023,2023-10,4140.03,30,414,20.7,4170.03,
36465,12/27/2024,C024728,12/27/2024,2024-12,16105.34,300,1288.42,0,16405.34,
131921,2/7/2025,C021804,2/7/2025,2025-02,3829.28,150,306.34,0,3979.28,
153988,12/14/2025,C040299,12/14/2025,2025-12,12014.95,200,961.2,0,12214.95,
296694,4/4/2025,C013091,4/4/2025,2025-04,16445.06,180,1349.38,0,16625.06,
47739,6/2/2025,C018685,6/2/2025,2025-06,38221.07,50,1911.05,191.11,38271.07,
178995,8/5/2023,C002013,8/5/2023,2023-08,6564.84,150,525.19,0,6714.84,
272028,5/25/2025,C015011,5/25/2025,2025-05,34536.35,270,2045.95,15.4,34806.35,
139749,12/25/2024,C004011,12/25/2024,2024-12,2789.79,100,221.11,0.83,2889.79,
135056,7/12/2025,C033484,7/12/2025,2025-07,107.46,70,3.22,0.54,177.46,
293972,12/25/2023,C016977,12/25/2023,2023-12,6105.84,200,488.47,0,6305.84,
176884,12/15/2024,C007912,12/15/2024,2024-12,5620.02,30,562,28.1,5650.02,
71017,9/30/2025,C042746,9/30/2025,2025-09,2945.95,30,294.6,0,2975.95,
253963,3/18/2024,C007516,3/18/2024,2024-03,9766.83,150,781.35,0,9916.83,
158086,12/22/2025,C038803,12/22/2025,2025-12,35518.31,200,2841.47,0,35718.31,
56452,8/29/2024,C026708,8/29/2024,2024-08,13362.36,100,1068.99,0,13462.36,
239596,4/21/2025,C045921,4/21/2025,2025-04,22362.72,370,1797.66,33.06,22732.72,
198403,9/21/2025,C028794,9/21/2025,2025-09,8781.39,100,702.51,0,8881.39,
288594,3/24/2025,C039810,3/24/2025,2025-03,904.7,100,69.89,0.99,1004.7,
107473,12/12/2023,C017344,12/12/2023,2023-12,51140.96,540,4080.55,0.33,51680.96,
49859,3/31/2025,C041981,3/31/2025,2025-03,54.91,70,1.65,0,124.91,
249104,10/10/2025,C027835,10/10/2025,2025-10,125.67,70,3.77,0,195.67,
289885,8/15/2025,C042531,8/15/2025,2025-08,9544.38,150,763.55,0,9694.38,
129274,11/21/2022,C008015,11/21/2022,2022-11,14125.17,100,706.26,70.63,14225.17,
144866,12/4/2024,C034538,12/4/2024,2024-12,119.53,70,3.59,0,189.53,
104629,12/17/2025,C050085,12/17/2025,2025-12,15730.08,300,1258.41,0,16030.08,
204403,12/26/2025,C011176,12/26/2025,2025-12,31882.87,300,1753.25,26.52,32182.87,
242968,6/22/2025,C036905,6/22/2025,2025-06,13836.62,250,1100.21,68.51,14086.62,
197951,8/13/2025,C010548,8/13/2025,2025-08,2892.19,150,231.37,0,3042.19,
47690,3/19/2024,C012044,3/19/2024,2024-03,7445.59,150,595.65,37.23,7595.59,
39256,10/20/2025,C025216,10/20/2025,2025-10,6028.21,200,482.26,0,6228.21,
55398,7/13/2022,C001144,7/13/2022,2022-07,9459.51,80,935.63,0,9539.51,
103139,8/8/2022,C002243,8/8/2022,2022-08,13704.76,200,1096.38,0,13904.76,
205393,9/3/2024,C022209,9/3/2024,2024-09,5066.46,150,405.32,0,5216.46,
222140,3/21/2022,C000331,3/21/2022,2022-03,711.12,20,71.11,0,731.12,
112067,10/25/2024,C019282,10/25/2024,2024-10,22473.28,350,1797.86,0,22823.28,
21085,9/19/2024,C026735,9/19/2024,2024-09,44135.95,230,3884.01,0,44365.95,
252570,4/4/2024,C021695,4/4/2024,2024-04,5154.23,150,412.34,0,5304.23,
117844,7/5/2024,C031396,7/5/2024,2024-07,1678.93,50,134.31,0,1728.93,
197053,3/13/2024,C025494,3/13/2024,2024-03,5175.9,120,518.35,0,5295.9,
18215,12/31/2025,C033794,12/31/2025,2025-12,25502.24,150,2040.18,127.51,25652.24,
105838,12/28/2025,C058583,12/28/2025,2025-12,26161.88,220,2087.97,0.5,26381.88,
193428,4/19/2023,C013797,4/19/2023,2023-04,3953.13,100,316.25,19.77,4053.13,
62277,9/29/2025,C002900,9/29/2025,2025-09,901.62,140,66.77,0,1041.62,
252394,9/21/2023,C001515,9/21/2023,2023-09,237.89,140,7.14,0,377.89,
201155,12/16/2024,C037732,12/16/2024,2024-12,9954.73,200,796.38,0,10154.73,
180522,4/12/2025,C017295,4/12/2025,2025-04,16957.01,180,1415.05,70.16,17137.01,
5751,9/21/2025,C053207,9/21/2025,2025-09,4313.33,30,431.33,0,4343.33,
52644,9/16/2024,C020159,9/16/2024,2024-09,22261.84,150,1780.95,0,22411.84,
99267,11/11/2024,C010166,11/11/2024,2024-11,574.65,20,57.47,0,594.65,
123456,11/15/2024,C036238,11/15/2024,2024-11,39508.95,270,3150.84,0,39778.95,
106571,10/10/2025,C014080,10/10/2025,2025-10,5438.39,150,450.33,0,5588.39,C018
49553,3/12/2025,C031785,3/12/2025,2025-03,31018.18,470,2112.19,129.1,31488.18,
35109,7/3/2025,C018964,7/3/2025,2025-07,12017.46,100,961.4,0,12117.46,
44864,6/11/2024,C024135,6/11/2024,2024-06,2172.31,150,173.79,0,2322.31,
113675,11/20/2025,C027721,11/20/2025,2025-11,30524.69,150,2441.98,0,30674.69,
98526,3/21/2025,C023989,3/21/2025,2025-03,9344.37,240,714.18,0,9584.37,
141557,12/18/2024,C022582,12/18/2024,2024-12,2414.38,30,241.44,0,2444.38,
112004,8/18/2025,C034404,8/18/2025,2025-08,15053.35,100,752.67,0,15153.35,
118247,3/28/2025,C042217,3/28/2025,2025-03,42998.34,50,2149.92,0,43048.34,
79882,12/28/2023,C019876,12/28/2023,2023-12,24446.4,230,1441.13,36.47,24676.4,
278179,4/25/2024,C003670,4/25/2024,2024-04,5832.91,150,466.63,0,5982.91,
92491,5/8/2025,C018475,5/8/2025,2025-05,17499.81,300,1399.99,0,17799.81,
9099,1/29/2025,C006641,1/29/2025,2025-01,808.52,50,64.68,4.04,858.52,
229409,6/27/2025,C043808,6/27/2025,2025-06,4709.88,150,376.79,0,4859.88,
135635,1/17/2025,C016385,1/17/2025,2025-01,434.94,50,13.05,8.7,484.94,
62688,3/19/2023,C012919,3/19/2023,2023-03,85.18,70,2.56,0.43,155.18,
63919,7/17/2025,C020303,7/17/2025,2025-07,48231.19,150,2411.56,241.15,48381.19,
128801,10/29/2022,C008545,10/29/2022,2022-10,17941.31,220,1261.9,0,18161.31,
291956,9/16/2025,C022014,9/16/2025,2025-09,28371.83,350,2344.8,0,28721.83,
164860,12/12/2025,C024029,12/12/2025,2025-12,4615.38,100,369.23,0,4715.38,
121883,5/24/2025,C034705,5/24/2025,2025-05,286.58,50,8.6,0,336.58,
164862,9/17/2025,C025388,9/17/2025,2025-09,2422.47,70,193.8,0,2492.47,
195018,4/27/2025,C035181,4/27/2025,2025-04,7886.93,200,630.95,0,8086.93,
96491,12/7/2022,C010140,12/7/2022,2022-12,108,70,3.24,0,178,
233779,3/18/2024,C006205,3/18/2024,2024-03,5586.55,200,446.92,27.93,5786.55,
183820,9/21/2025,C032840,9/21/2025,2025-09,4948.33,50,395.87,0,4998.33,
151581,4/9/2025,C014062,4/9/2025,2025-04,13271.12,270,1057.77,66.35,13541.12,
139865,9/8/2023,C014529,9/8/2023,2023-09,540.93,50,43.27,0,590.93,
34003,3/1/2024,C023197,3/1/2024,2024-03,2353.88,70,188.31,11.77,2423.88,
54406,11/2/2025,C020470,11/2/2025,2025-11,5943.74,50,297.19,0,5993.74,
296703,12/31/2024,C025078,12/31/2024,2024-12,213.02,50,6.39,0,263.02,
90956,3/23/2023,C004747,3/23/2023,2023-03,2168.86,50,108.44,0,2218.86,
50633,2/18/2024,C002721,2/18/2024,2024-02,24829.37,200,1986.35,0,25029.37,
269780,6/19/2025,C018291,6/19/2025,2025-06,5801.65,200,464.13,29.01,6001.65,
103245,7/26/2023,C000143,7/26/2023,2023-07,15573.76,240,769.07,0,15813.76,
57915,12/30/2023,C023508,12/30/2023,2023-12,17797.86,100,889.89,0,17897.86,
138732,8/23/2024,C013467,8/23/2024,2024-08,7234.36,200,578.75,0,7434.36,
142016,7/19/2025,C001203,7/19/2025,2025-07,103.23,50,3.1,0,153.23,
200433,3/31/2023,C007465,3/31/2023,2023-03,13320.25,180,1089.74,0,13500.25,
210463,8/1/2025,C002932,8/1/2025,2025-08,16282.74,30,814.14,0,16312.74,
261478,9/17/2025,C040685,9/17/2025,2025-09,127.36,50,3.82,0,177.36,
147741,10/27/2025,C049313,10/27/2025,2025-10,5589.8,150,447.18,0,5739.8,
222532,11/23/2025,C041508,11/23/2025,2025-11,11224.21,200,897.94,0,11424.21,
53139,10/10/2025,C022822,10/10/2025,2025-10,8233.49,100,658.68,0,8333.49,
239286,10/19/2025,C048358,10/19/2025,2025-10,716.77,20,71.68,0,736.77,
160840,5/27/2023,C005238,5/27/2023,2023-05,17043.24,300,1154.72,50.43,17343.24,
117378,6/23/2023,C010536,6/23/2023,2023-06,10006.73,200,800.54,0,10206.73,
270674,12/31/2024,C022569,12/31/2024,2024-12,13779.57,120,1110,0.95,13899.57,
175056,11/20/2024,C005130,11/20/2024,2024-11,214.96,20,21.5,0,234.96,
229758,11/14/2025,C057348,11/14/2025,2025-11,10671.98,200,844.75,52.46,10871.98,
206669,7/24/2023,C011890,7/24/2023,2023-07,9059.9,150,445.35,7.64,9209.9,
68958,8/29/2025,C036922,8/29/2025,2025-08,47.02,50,1.41,0.94,97.02,
219519,12/24/2025,C023646,12/24/2025,2025-12,3706.22,70,296.5,0,3776.22,
124279,6/22/2025,C019240,6/22/2025,2025-06,6297.05,80,572.7,0,6377.05,
156552,7/25/2024,C012092,7/25/2024,2024-07,38.28,50,1.15,0,88.28,
207913,5/15/2025,C013056,5/15/2025,2025-05,7677.12,250,609.73,0,7927.12,
202102,11/6/2025,C026463,11/6/2025,2025-11,13413.33,150,1073.07,0,13563.33,
95864,11/24/2025,C044440,11/24/2025,2025-11,4188.9,100,335.11,0,4288.9,
132973,6/8/2025,C045185,6/8/2025,2025-06,48825.95,200,3906.08,244.13,49025.95,
250432,11/8/2023,C003462,11/8/2023,2023-11,213.58,70,6.41,4.27,283.58,
108648,9/27/2022,C005781,9/27/2022,2022-09,4898.02,100,481.32,26.3,4998.02,
12335,10/19/2024,C026889,10/19/2024,2024-10,36673.76,280,2133.02,138.86,36953.76,
30930,11/19/2025,C030777,11/19/2025,2025-11,23673.76,100,1183.69,0,23773.76,
48434,9/28/2024,C009425,9/28/2024,2024-09,139.98,70,4.2,0,209.98,
286606,7/30/2024,C009501,7/30/2024,2024-07,13226.68,200,1058.13,0,13426.68,
36295,8/29/2025,C038648,8/29/2025,2025-08,52.19,50,1.57,0,102.19,
157736,10/21/2024,C010361,10/21/2024,2024-10,25236.97,270,2015.57,1.36,25506.97,
200276,9/13/2023,C008544,9/13/2023,2023-09,24530.13,550,1962.42,0,25080.13,
33924,5/17/2025,C038500,5/17/2025,2025-05,7362.96,200,589.04,0,7562.96,
73127,11/11/2024,C034329,11/11/2024,2024-11,36355.25,100,1817.76,0,36455.25,C014
169088,11/1/2022,C004272,11/1/2022,2022-11,2635.83,50,210.87,13.18,2685.83,
80845,11/26/2025,C013873,11/26/2025,2025-11,4002.91,100,320.23,20.01,4102.91,
220141,11/1/2025,C037545,11/1/2025,2025-11,164.01,70,4.92,0,234.01,
66388,12/6/2025,C015318,12/6/2025,2025-12,13474.87,440,1030.38,35.51,13914.87,
89816,4/23/2023,C010782,4/23/2023,2023-04,4440.46,30,444.05,22.2,4470.46,
25664,12/20/2025,C040403,12/20/2025,2025-12,8222.97,240,678.59,0,8462.97,
223501,3/23/2025,C008137,3/23/2025,2025-03,11149.27,200,891.94,0,11349.27,
271182,9/16/2023,C005113,9/16/2023,2023-09,8569.08,150,755.43,31.6,8719.08,
204361,10/18/2025,C054163,10/18/2025,2025-10,24934.86,130,1416.52,1.13,25064.86,
248372,10/15/2025,C040796,10/15/2025,2025-10,28514.28,420,2066.84,0.37,28934.28,
79017,11/18/2024,C017556,11/18/2024,2024-11,2340.45,50,187.24,0,2390.45,
95572,9/25/2024,C017419,9/25/2024,2024-09,12394.87,100,619.74,0,12494.87,
80714,12/12/2025,C023910,12/12/2025,2025-12,16060.74,220,1329.54,9.23,16280.74,C020
195466,10/19/2023,C009419,10/19/2023,2023-10,30254.39,250,1925.42,0,30504.39,
226546,3/24/2024,C017488,3/24/2024,2024-03,9361.7,170,466.55,0,9531.7,
274448,11/13/2024,C006796,11/13/2024,2024-11,7214.43,50,360.72,36.07,7264.43,
169799,7/16/2025,C019224,7/16/2025,2025-07,3716.8,50,297.34,0,3766.8,
257091,4/5/2025,C014196,4/5/2025,2025-04,29063.02,200,2325.04,0,29263.02,
88551,12/30/2024,C007297,12/30/2024,2024-12,15635.12,320,1235.67,75.92,15955.12,
23715,10/21/2022,C005718,10/21/2022,2022-10,29428.01,300,2354.24,115.65,29728.01,
100724,8/18/2025,C037097,8/18/2025,2025-08,20362.44,200,1629,0,20562.44,
102440,12/12/2023,C005460,12/12/2023,2023-12,18460.08,150,1710.57,61.82,18610.08,
25319,4/3/2025,C002951,4/3/2025,2025-04,23575,250,1367.82,0,23825,
127677,4/3/2025,C000440,4/3/2025,2025-04,75.76,70,2.27,0,145.76,
132257,9/27/2025,C001214,9/27/2025,2025-09,429.2,30,12.88,0,459.2,
63938,4/18/2025,C016602,4/18/2025,2025-04,11490.08,100,1133.35,56.33,11590.08,
157652,12/13/2025,C031423,12/13/2025,2025-12,5697.62,150,455.81,0,5847.62,
296378,6/23/2023,C002479,6/23/2023,2023-06,23211.73,150,1856.94,116.06,23361.73,
8216,12/12/2025,C018964,12/12/2025,2025-12,17489.21,300,1395.54,0,17789.21,
60270,12/20/2025,C025675,12/20/2025,2025-12,280.16,70,8.4,0,350.16,
233217,11/28/2025,C006814,11/28/2025,2025-11,7113.45,150,569.08,0,7263.45,
297845,10/25/2025,C027942,10/25/2025,2025-10,40830.91,350,2346.06,0,41180.91,
193837,6/11/2022,C003691,6/11/2022,2022-06,414.16,50,12.42,0,464.16,
153286,12/6/2024,C011558,12/6/2024,2024-12,636.59,20,63.66,0,656.59,
172967,12/9/2025,C047079,12/9/2025,2025-12,860.04,20,103.2,0,880.04,
284979,4/1/2024,C006556,4/1/2024,2024-04,263.62,70,7.91,0,333.62,
190689,8/12/2025,C018617,8/12/2025,2025-08,7553.12,150,604.25,37.77,7703.12,
242477,10/10/2025,C035589,10/10/2025,2025-10,172.61,30,5.18,0,202.61,C018
32001,4/25/2024,C019428,4/25/2024,2024-04,8435.56,200,674.84,0,8635.56,
224240,2/28/2023,C004644,2/28/2023,2023-02,9912.72,30,495.64,0,9942.72,
105751,11/12/2023,C017738,11/12/2023,2023-11,34173.88,450,2123.92,101.67,34623.88,
113692,2/5/2023,C003941,2/5/2023,2023-02,35294.36,50,1764.72,176.47,35344.36,
86287,6/10/2024,C030731,6/10/2024,2024-06,7816.92,100,625.35,39.08,7916.92,
279463,12/26/2025,C024946,12/26/2025,2025-12,18403.07,330,1536.9,0,18733.07,
65717,8/13/2025,C021835,8/13/2025,2025-08,950.13,120,67.3,0,1070.13,
40261,12/8/2025,C007794,12/8/2025,2025-12,15582.06,50,779.1,0,15632.06,
268500,4/25/2025,C021441,4/25/2025,2025-04,5208.88,100,416.71,26.04,5308.88,
117709,7/29/2024,C008351,7/29/2024,2024-07,13642.79,270,1087.9,0,13912.79,
14241,12/31/2025,C009353,12/31/2025,2025-12,21581.1,200,1726.49,107.91,21781.1,
274511,12/17/2022,C009911,12/17/2022,2022-12,11899.97,150,952,0,12049.97,
154077,4/25/2025,C036662,4/25/2025,2025-04,107.67,70,3.23,0,177.67,
227583,10/2/2025,C038289,10/2/2025,2025-10,17821.94,100,891.1,0,17921.94,
177822,12/30/2025,C023272,12/30/2025,2025-12,8250.8,250,660.06,41.25,8500.8,
208794,11/17/2025,C030276,11/17/2025,2025-11,7619.08,60,463.24,32.22,7679.08,
13469,9/9/2025,C004712,9/9/2025,2025-09,25389.19,230,1644.58,0,25619.19,
67614,10/16/2024,C010192,10/16/2024,2024-10,930.6,20,93.06,0,950.6,
91553,10/7/2025,C045571,10/7/2025,2025-10,88.92,30,2.67,1.78,118.92,
236103,12/18/2023,C009667,12/18/2023,2023-12,7949.96,150,636,0,8099.96,
30499,6/28/2022,C000947,6/28/2022,2022-06,10443.32,200,835.47,0,10643.32,
151306,12/29/2025,C026950,12/29/2025,2025-12,15955.94,170,959.15,0,16125.94,
108237,11/11/2024,C005127,11/11/2024,2024-11,11781.82,30,589.09,0,11811.82,C014
269944,11/26/2025,C035370,11/26/2025,2025-11,203.41,20,24.41,0,223.41,
36763,10/10/2023,C021878,10/10/2023,2023-10,6099.51,150,487.96,0,6249.51,
113102,1/25/2024,C000060,1/25/2024,2024-01,5139.73,270,386.16,23.2,5409.73,
7066,11/29/2025,C034192,11/29/2025,2025-11,14231.71,200,1138.54,0,14431.71,
96043,11/1/2025,C019879,11/1/2025,2025-11,37277.68,250,2348.73,105.58,37527.68,
63161,10/30/2025,C000473,10/30/2025,2025-10,14578.9,200,855.2,51.85,14778.9,
18305,10/10/2025,C002632,10/10/2025,2025-10,7894.89,150,631.59,39.47,8044.89,
9737,5/19/2024,C016598,5/19/2024,2024-05,6209.2,150,496.74,0,6359.2,
202083,8/16/2025,C020432,8/16/2025,2025-08,176.28,70,5.29,0,246.28,
102666,10/21/2025,C025989,10/21/2025,2025-10,30095.9,230,1876.71,0,30325.9,
230501,12/30/2025,C055007,12/30/2025,2025-12,4410.94,140,356.06,5.08,4550.94,
124131,10/13/2023,C018967,10/13/2023,2023-10,101.19,70,3.04,0,171.19,
256389,11/11/2025,C050442,11/11/2025,2025-11,544.55,70,16.34,0,614.55,
174578,3/7/2025,C023300,3/7/2025,2025-03,15040.69,450,1203.26,0,15490.69,
54879,5/9/2023,C000745,5/9/2023,2023-05,14158.79,50,707.94,0,14208.79,
101969,10/28/2025,C044291,10/28/2025,2025-10,8896.07,150,711.69,0,9046.07,
118516,7/17/2025,C002254,7/17/2025,2025-07,2176.18,80,215.08,0,2256.18,
29637,10/16/2025,C054586,10/16/2025,2025-10,646.25,70,19.39,0,716.25,
296284,9/20/2025,C015148,9/20/2025,2025-09,19441.61,100,972.08,0,19541.61,
155774,6/26/2024,C008527,6/26/2024,2024-06,16633.89,250,1330.71,83.17,16883.89,
46802,8/22/2025,C006106,8/22/2025,2025-08,39446.8,470,3143.01,0,39916.8,
19778,1/31/2025,C031419,1/31/2025,2025-01,744.03,20,89.28,0,764.03,
130186,11/11/2024,C017192,11/11/2024,2024-11,7393.67,200,591.49,0,7593.67,
222932,8/7/2025,C019556,8/7/2025,2025-08,14489.47,150,1159.16,0,14639.47,
180953,1/27/2025,C039833,1/27/2025,2025-01,102.61,70,3.08,0,172.61,
148402,11/16/2024,C022825,11/16/2024,2024-11,8407.51,50,672.6,0,8457.51,
199069,11/13/2023,C001438,11/13/2023,2023-11,53867.37,620,4302.27,0,54487.37,
3270,8/30/2025,C024097,8/30/2025,2025-08,145.38,100,4.36,0,245.38,
190463,12/31/2025,C019164,12/31/2025,2025-12,14380.97,200,1145.38,0,14580.97,
99439,9/9/2025,C002445,9/9/2025,2025-09,9631.76,300,770.54,21.94,9931.76,
82267,5/24/2025,C023904,5/24/2025,2025-05,5218.88,200,417.51,26.09,5418.88,
74710,12/27/2024,C006186,12/27/2024,2024-12,23796.72,390,1420.81,41,24186.72,
161873,6/29/2025,C032578,6/29/2025,2025-06,328.59,20,39.43,0,348.59,
105936,7/25/2024,C000594,7/25/2024,2024-07,10630.73,420,844.63,2.33,11050.73,
215488,5/31/2025,C022784,5/31/2025,2025-05,22593.93,440,1810.1,0,23033.93,
208206,3/13/2025,C023852,3/13/2025,2025-03,16461.4,220,1259.79,0,16681.4,
64840,9/18/2025,C025635,9/18/2025,2025-09,42347.72,550,3387.82,35.03,42897.72,
146116,8/22/2022,C001988,8/22/2022,2022-08,388.32,50,11.65,0,438.32,
83601,7/25/2025,C045977,7/25/2025,2025-07,28660.99,300,1626.36,0,28960.99,
144949,12/12/2025,C024843,12/12/2025,2025-12,9815.91,50,822.1,0,9865.91,
15090,12/15/2025,C039608,12/15/2025,2025-12,491.61,20,58.99,2.46,511.61,
110797,3/28/2025,C027866,3/28/2025,2025-03,35015.3,230,2878.39,175.08,35245.3,
222521,6/26/2022,C000812,6/26/2022,2022-06,3441.53,150,275.32,0,3591.53,
227843,10/28/2025,C044651,10/28/2025,2025-10,3558.89,30,355.89,0,3588.89,
229651,8/7/2025,C038657,8/7/2025,2025-08,310.43,70,9.31,1.55,380.43,
235530,11/28/2023,C001441,11/28/2023,2023-11,28516.22,150,2281.3,142.58,28666.22,
267280,10/6/2024,C002062,10/6/2024,2024-10,19859.37,200,1148.73,25.96,20059.37,
249906,8/3/2025,C027690,8/3/2025,2025-08,43640.03,320,2536.54,0,43960.03,
71987,12/19/2025,C025992,12/19/2025,2025-12,7924.99,200,634,0,8124.99,
280738,11/30/2025,C021434,11/30/2025,2025-11,17587.64,220,1407.01,9.99,17807.64,
107745,11/19/2024,C017589,11/19/2024,2024-11,14597.47,200,1167.8,0,14797.47,
11509,8/27/2025,C037012,8/27/2025,2025-08,4463.1,200,357.05,0,4663.1,
78002,5/12/2025,C034124,5/12/2025,2025-05,112,70,3.36,0,182,
74719,11/15/2025,C003992,11/15/2025,2025-11,52561.65,160,2628.08,0,52721.65,
266744,12/10/2025,C052248,12/10/2025,2025-12,547.8,20,65.74,0,567.8,
195120,10/14/2024,C020005,10/14/2024,2024-10,12249.47,200,979.96,0,12449.47,
228394,11/11/2025,C032692,11/11/2025,2025-11,705.07,20,35.25,3.53,725.07,
112666,11/22/2024,C026964,11/22/2024,2024-11,6947.86,100,555.83,34.74,7047.86,
40383,9/5/2025,C007579,9/5/2025,2025-09,12913.71,180,1051.5,0,13093.71,
80961,10/11/2024,C032356,10/11/2024,2024-10,46873.39,300,2632.29,48.1,47173.39,
109477,12/23/2024,C013194,12/23/2024,2024-12,27489.56,310,2061.83,54.33,27799.56,
93646,9/2/2025,C026086,9/2/2025,2025-09,278.14,70,8.34,0,348.14,
88581,12/12/2025,C003785,12/12/2025,2025-12,349.07,70,10.47,0,419.07,
233728,1/30/2025,C035539,1/30/2025,2025-01,91.88,50,2.76,0,141.88,
264074,12/12/2024,C025650,12/12/2024,2024-12,13392.64,300,1071.9,7.27,13692.64,C015
12919,11/11/2025,C012010,11/11/2025,2025-11,83.47,50,2.5,0,133.47,
247259,2/9/2023,C001591,2/9/2023,2023-02,6740.23,30,674.02,0,6770.23,
76868,3/25/2025,C034620,3/25/2025,2025-03,19851.51,390,1260.09,0,20241.51,
273806,12/25/2025,C006975,12/25/2025,2025-12,6790.38,150,543.23,33.95,6940.38,
67815,5/24/2025,C000473,5/24/2025,2025-05,7919.31,100,633.54,0,8019.31,
251971,10/14/2025,C007620,10/14/2025,2025-10,182.97,70,5.49,0.91,252.97,
146511,7/11/2023,C010249,7/11/2023,2023-07,10274.28,270,652.96,0,10544.28,
103481,2/17/2025,C041479,2/17/2025,2025-02,5319.73,100,265.99,0,5419.73,
145712,5/5/2025,C034588,5/5/2025,2025-05,65899.29,390,5348.23,0,66289.29,
51537,10/10/2025,C024629,10/10/2025,2025-10,138.66,30,4.16,0,168.66,
25490,9/27/2025,C034791,9/27/2025,2025-09,768.63,70,23.06,0,838.63,
100972,9/27/2024,C019903,9/27/2024,2024-09,1349.65,70,107.97,6.75,1419.65,
213592,12/9/2023,C003128,12/9/2023,2023-12,253.43,70,7.6,0,323.43,
287375,5/22/2025,C021607,5/22/2025,2025-05,57336.22,100,2866.81,0,57436.22,
116015,5/20/2023,C001407,5/20/2023,2023-05,16288,150,1303.04,0,16438,
206400,1/31/2023,C010449,1/31/2023,2023-01,131.42,70,3.94,0,201.42,
405,12/9/2025,C035065,12/9/2025,2025-12,31768.2,400,1835.38,41.16,32168.2,
197627,12/25/2025,C020338,12/25/2025,2025-12,6980.8,170,546.58,1.19,7150.8,
227890,4/13/2024,C015952,4/13/2024,2024-04,180.18,70,5.41,0,250.18,
124514,5/1/2025,C032278,5/1/2025,2025-05,32808.08,300,2170.36,75.71,33108.08,
299216,5/30/2025,C028604,5/30/2025,2025-05,3722.95,150,297.84,0,3872.95,
42736,10/26/2025,C032057,10/26/2025,2025-10,15137.46,100,756.87,0,15237.46,
238613,11/11/2025,C018361,11/11/2025,2025-11,310.14,70,9.3,6.2,380.14,C019
29570,2/5/2024,C014549,2/5/2024,2024-02,14299.38,250,1142.33,71.98,14549.38,
9332,9/6/2025,C036291,9/6/2025,2025-09,114.14,70,3.42,0,184.14,
